COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
Itaconic Acid,HMDB02092,C00490,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N-Ac-Alanine,HMDB00766,N/A,690946,605945,660339,571045,879343,689847,882946,617212,672052,711825,644427,793801,638149,821356,1003489,503886,704931,648031,597994,696604,888504,665954,568812,792521,616205,611214,654882,853465,662986,1111216,529376,921208,674375,711994,691195,521189,780964,873071,673770,1016119,605609,674142,668058,1340206,698835,576585,924551,1282374,1004855,583509,668925,893173,795369,676908,826611,712486,719499,694174,769312,813995,666588,638896,888547,776840,648974,623885,694891,559231,923227,551028,463530,693373,1004622,589522,660579,700059,714589,632792,696766,591558,1271822,656558,661894,910375,707306,512827,581225,878447,634671,598438,742401,767907,1084916,1203653,593628,538968,622070,891717,784200,495617,629339,524916,601197,737042,1023454,766898,463679,648661,617154,644947,920029,590176,596835,464936,902948,577876,589259,770555,722539,1464481,467569,782256,645353,647846,555830,737138,712738,623205,624371,676503,947944,714609,635602,700179,474533,930100,564785,486627,691454,640155,816699,503180,610880,697454,710444,725236,792569,699534,610379,685430,641023,670067,850006,688463,459414,594858,688322,652708,447753,443036,773976,805750,636113,614526,732644,723178,605718,804268,761576,609329,677452,749899,673946,630140,1040476,609692,665043,761548,524086,861963,718144,792627,870030,597582,641695,761362,701013,804949,825997,893202,692890,965244,723295,592143,700687,974763,798688,743255,609863,813805,820313,902886,543734,1096501,551084,656662,788728,569051,679000,688133,523867,609784,709360,845115,570468,629379,638078,544467,612081,687621,503203,642872,520080,585758,739244,560246,560568,637778,534947,627315,559787,681013,799943,461245,509719,490062,716558,605423,454830,817679
MethylSuccinate,HMDB01844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
D-Leucic Acid,HMDB00624,C03264,1311629,1810686,1109744,1163275,2208615,2371276,2399112,1410784,1738716,2180363,1304870,2965411,1201106,2245097,792001,976789,1396781,1421343,2489988,704473,1834891,980050,1247575,1606940,1095093,949994,551103,1005595,1060423,1323258,763579,1833978,1893133,1255755,547441,1264405,1114016,1710689,1847747,1078588,1141860,776502,2228711,2246163,1997504,1850451,1595769,1489384,1986768,1181149,669053,2051469,710522,1785829,1272672,1222771,989310,1403307,1321560,2469635,1485192,2064318,722014,1234168,1127580,1519383,1318939,940439,2065265,848112,1240541,2008567,1810955,1390509,1131727,1104788,722679,991980,789195,1241573,1252400,1660569,1305636,1833300,1444150,1575909,826727,1071436,1060455,1237366,1731397,1314949,1137777,1895331,1686537,911184,1781484,2025414,825958,1054680,1140200,784856,1595755,907225,2067327,3158066,910235,1143470,922363,1554929,1405100,706885,1151344,2223086,2835815,20084709,1280859,1971620,1222382,5072259,1197681,1394445,1803141,1251247,2333473,2564606,2109218,906229,1201758,1515420,1365445,1417276,848949,1634486,1659679,2706147,1314091,2312639,2237486,4806692,1389024,1095991,1792573,1572924,1269048,2534683,2396964,2087789,2292094,524454,1187276,916794,1427996,1610257,1228569,1461751,965930,646616,1113698,1137337,1205848,1476494,1618853,1393727,972978,1327499,1516250,2266423,1905972,1337050,1353559,2544489,1436108,1245312,2109727,1603097,942808,1085781,1044684,1793354,1234602,1477397,4654277,1794856,1473529,1974923,1332004,2988759,2274532,1275839,1348375,1129468,1031925,2305885,1464883,2336320,1222371,1342245,592465,3497946,896739,3204291,983982,2107485,1232594,801888,669049,1379344,851229,770996,1621807,1056168,1000306,1922954,1570462,680971,1620072,967761,1701372,893360,875305,2747402,813670,1046653,988114,1245897,1568640,593660,1323563,1382961,1059143,2488194,1926988,1484944,1029533,746141,727642,942720,811802,1125320
Glutaric Acid,HMDB00661,C00489,96411,103939,118258,72224,96623,121052,158300,116451,78851,113279,105099,57230,91415,105311,94762,105868,136598,69079,42874,73439,122236,108305,226116,83454,63696,121163,76087,156481,95433,106784,62083,58953,58595,173718,83018,91105,74379,757014,114148,137125,261339,57627,79896,205115,110577,70570,119781,80637,208168,73402,104289,114116,135270,59140,123791,87353,86441,290411,144735,61791,127566,131536,40170,67580,107403,116774,199794,94876,49420,104733,107879,130350,140112,117160,143945,128227,196479,148434,106273,81176,101297,101928,191025,125353,51715,266678,89879,97620,102292,83419,166761,56947,153291,34040,74637,86969,52247,63667,91805,112025,42334,68773,163913,88162,229975,256432,121701,98503,113276,78390,104304,76027,51215,119215,84452,73121,75557,111675,139802,165740,80641,73494,100373,73246,79253,231678,61455,94246,43880,171317,105664,140246,72182,113411,89617,73187,45218,42913,91873,237092,108442,75138,73876,146921,196657,109372,387654,127605,110947,69228,220860,189952,153518,97369,96451,144903,79772,72158,131157,78399,62957,119532,132694,73167,154198,147548,77027,88523,210220,125929,60836,165094,175964,128963,53959,93862,96777,249494,89578,255171,160380,66443,125684,118257,80270,150142,152880,175306,169733,108863,165367,167082,220237,121242,169668,555140,82415,187802,88300,144322,159311,89130,173197,335281,73539,148868,213902,189965,126142,185129,179537,92539,107034,285691,112960,70357,94575,121339,200148,114400,60702,200631,114709,69786,73433,67129,86126,53462,99009,237557,142357,697592,214458,82500,149191,145868,207848,159928,88754,250257
Oxalacetate,HMDB00223,C00036,72419,65164,61827,70970,73879,63360,53080,66894,74502,77113,60358,67836,54635,68663,55889,68240,68021,65186,66784,72874,79758,58380,68877,60559,69811,63226,64910,82107,73282,64414,65338,63069,76624,77989,52148,75023,69151,63937,75258,74589,74097,79857,72194,74393,68732,73793,73323,76548,74242,68290,74703,61589,66920,73111,70618,65806,71753,75541,60164,66711,64436,60584,53355,69396,86385,61349,69349,61710,68785,69201,68680,70327,59938,70893,64083,68578,59852,70027,71618,59778,57176,65552,56177,70880,71553,77843,67490,73479,77056,60134,68810,60660,64362,48685,60868,77904,75783,65713,69347,69360,64319,69108,62929,68409,67134,69410,66290,72970,66856,66673,54958,64457,74227,66396,64422,76154,65191,63295,72231,62628,64196,60947,73786,63814,61230,65515,61579,61284,54727,60848,72632,70752,65578,71452,73231,49133,60750,75832,66482,61684,75868,68287,50168,62540,53046,67506,61550,71847,70915,51437,53694,59631,57001,73254,56321,66303,70108,68919,59450,70550,69745,62699,65562,70250,72559,61956,59802,57639,64305,59273,55377,76928,70961,68183,76176,62857,61322,60479,65842,64622,60139,75550,64128,59427,66726,58792,68444,67060,61322,67011,66369,76573,70343,70333,66558,59529,63030,64587,68845,64428,62261,49855,69946,75003,71822,59010,67705,69615,68035,66218,60569,80210,62900,62049,69319,48100,65729,59120,62151,62425,71464,59814,67806,66725,64884,59826,63708,61160,56337,69475,74889,67239,67033,63160,64115,66467,60426,61119,71430,54803
Ethylmalonic acid,HMDB00622,N/A,190492,258651,149559,115765,160609,147117,167266,170001,135287,139437,145901,184596,269159,246555,408803,131186,155805,252620,159342,127615,135854,143049,111419,150208,170666,133243,196082,98442,317652,178743,133375,142560,65202,82574,177510,115958,100981,157057,128533,77793,111321,121144,135875,620735,128625,284709,144531,261441,175783,128378,82247,172568,233881,188469,259101,234961,132906,81221,262944,188693,381956,77292,188479,268847,121479,109118,147479,108033,108513,110136,113527,79683,106983,233212,151725,182865,116783,72870,145725,76263,664284,152324,111845,103841,163938,140211,87510,233984,108156,197853,105010,214727,172706,148625,106746,269002,337437,93459,163181,184167,180446,163503,90854,145729,126176,116320,184903,97322,129078,133075,431340,124179,112339,219704,208813,193626,165446,123018,232966,186383,83428,134646,245957,336631,156759,70975,144341,87877,102063,202701,114025,139321,171686,106645,173021,207052,214906,502705,154219,86333,89836,82053,92139,206087,164165,412337,122788,76523,106896,129471,101484,174482,118502,67668,95899,100922,144746,246255,136174,96110,243851,162969,234575,245372,76355,159906,178293,156398,133170,120074,222529,115364,61625,174025,99958,72441,135854,190979,106792,84722,76343,237028,141299,121698,88101,122831,184207,103689,128075,249884,204967,170542,291873,76193,139883,176213,120782,167587,166585,89956,109725,152319,91536,91731,75911,123910,134647,109196,102040,87215,82125,99415,145510,108496,174707,63689,190201,110497,114042,65165,89116,139967,95795,105450,125141,93798,233740,146116,83105,79706,80405,83460,115095,235895,161002,90514,110555,116788,78727,103517
N-Carbamoyl-B-Alanine,HMDB00026,C02642,190803,176457,89363,66626,573889,199703,610187,121562,165376,118946,158063,117305,126909,152661,88419,137432,117070,199472,161627,136023,234126,99895,120562,186327,124186,184906,144871,55667,68432,123042,120243,194108,115713,124796,137099,127094,134871,169046,130713,111316,141481,112930,89039,217516,92270,144828,172409,164531,139981,138183,77426,152908,189255,143055,189111,89276,92889,120783,210451,131362,179156,257404,89408,127524,146999,74023,126703,98841,214845,121763,129632,177806,220220,119818,135855,142878,146891,98426,163621,113488,257497,196271,154159,86423,132241,114788,138188,130087,167257,144138,165353,160064,166122,424622,96552,111708,150245,75137,155554,112031,108302,36873,163302,65432,325593,295136,126201,189224,151508,147402,123108,123458,168827,132243,326751,138561,158075,126174,184446,550735,178898,135923,215354,171673,120048,124104,144615,90439,126577,197676,181885,151765,127165,70925,117726,571508,144595,122131,117978,129232,104670,129612,201749,145337,187299,153599,364924,134093,141839,49293,132137,107864,158563,91290,116598,98817,162851,119778,138118,110869,212399,311676,145134,144605,203155,107208,117437,176984,366093,104263,131608,193163,88180,105377,396197,123345,128124,134167,92959,231104,150816,165148,452762,120432,141395,150290,163913,110418,258919,183256,114586,419725,181590,120993,232252,580704,129746,138303,109440,258292,100208,292287,126410,383811,138486,135993,138323,170995,105327,159669,138940,118590,160680,278933,142779,104194,71251,116139,111420,143521,106052,94143,166151,127428,165918,173048,140706,123351,127359,102585,137122,263457,138793,73739,141468,100389,104548,79654,98264,305243
Malate,HMDB00156,C00149,116814,129763,119829,111924,253134,180177,403779,151810,128054,137325,123561,125916,116232,125366,131615,110605,121916,124590,160037,145887,141292,114976,111065,121477,146780,134995,115590,146618,132482,139652,122684,145637,155470,133867,139363,150543,133869,164858,161511,130132,145602,134333,146838,250698,203023,165887,136191,131348,135961,144675,152530,146374,150367,133232,153968,137340,142709,155937,142040,132701,136614,175402,149724,146337,172754,124504,156081,141538,143067,139520,137997,154970,147723,145747,161060,149718,135426,147637,157128,144880,113610,118812,125582,126756,139068,141840,145850,149334,150628,138811,142472,150683,128779,207869,144242,135562,139081,125857,135075,144293,143081,123119,168720,124035,178831,195308,165359,151969,134329,136466,154304,131143,138182,142797,184739,141808,140713,133956,124480,320514,153475,131586,146056,146204,139483,155330,140585,134000,145301,145688,131247,137337,132385,125785,135090,188019,152314,154139,138070,143358,150292,159878,147546,129207,149646,130294,177526,137947,144742,128337,139528,155069,167286,122005,121164,120154,138437,129648,133107,150230,145923,172144,149026,138071,131277,183187,134904,157026,157458,155986,130862,154361,140866,127148,185508,152458,145729,140235,115752,131386,133312,174133,238493,145506,141879,123256,143591,136788,151577,130479,119442,145698,133330,134482,165760,291863,167986,170061,145639,163240,138932,175234,165130,437453,194532,144466,126041,146045,134937,153050,138191,147170,151403,172871,143965,134902,137253,123897,136593,140015,154584,135714,140039,132137,135061,133004,124841,129263,125652,137930,153614,151808,117866,118725,123147,111836,111428,110951,133682,126132
Adenine,HMDB00034,C00147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Allopurinol,HMDB14581,D00224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hypoxanthine,HMDB00157,C00262,1283256,N/A,8768319,6371746,3084309,25883275,18391010,13526809,7096515,16989172,9399615,4711511,819143,7351011,2330725,1302154,12699189,1103525,4266383,12538767,16096537,1345253,794236,41691451,5018804,2372383,990889,352065,7294047,12551481,N/A,17161924,3976331,3552199,193109,4228995,1251160,35133584,758196,242529,11936014,3584012,2525540,3674248,4306123,258775,14897211,28207873,7074806,10724187,4515745,2254053,1573951,7309047,205203,1154153,701915,3128255,5639578,1478587,6418472,36316479,10795359,4455228,5134923,22994936,9489862,N/A,7236158,2592275,892722,15263994,10471306,N/A,479011,6210503,11106279,298485,1908813,1065131,N/A,502676,8261894,17849778,1164671,203074,8289698,2786125,1288451,6977393,39281979,4305960,576083,57388374,76566,7102406,2399275,N/A,1858747,19689749,3814321,N/A,6968920,264273,40096143,17893337,9704771,8823989,3606087,724456,12173205,131208,5173518,8034582,17930491,482685,5200406,12409503,1212732,33424742,4679405,35377342,6977233,28496974,N/A,3392341,178519,691289,14896394,29637359,5977799,226771,88529,2329354,606001,30557252,515964,5059518,1093593,30419751,2645138,N/A,19907173,869976,40346699,606750,30191955,N/A,4057915,641473,9080891,436346,4082958,3919606,439286,5295772,4246750,497113,1945494,13582246,11515076,33685157,4462777,864032,11558631,23851889,N/A,4401411,4184244,2175999,12048411,2909310,1750100,N/A,15453468,7753841,9520265,335187,278243,1584514,531360,9561819,31538767,2607760,625041,9407059,N/A,9904616,5973231,441903,2230468,N/A,7692212,6845412,27983881,65341592,4053821,N/A,N/A,16206260,2545534,40581818,263217,108993473,14562250,1913853,1792084,3025790,4208153,N/A,87926,N/A,785143,24798838,158037,N/A,1035246,2041084,9016187,7122882,6409833,7276360,3010093,8062149,2576221,4272719,228031,N/A,1584734,14474685,12013989,12470704,2131875,772950,3765851,N/A,804395,1206592,645593,27044639
Phenylacetic Acid,HMDB00209,C07086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erythronic/Threonic Acid,HMDB00613/HMDB000943,NA/C01620,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthranilic Acid,HMDB01123,C00108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
