COMPOUND,HMDB ID,KEGG ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
Glutarylcarnitine,HMDB13130,N/A,150596,283172,222467,368327,555022,200305,358799,711406,378521,326341,569724,367002,354219,353301,1046626,346742,683547,295335,362591,386730,405824,261915,314881,575156,287138,175669,256776,246794,500803,484688,402564,613333,263393,433823,264060,432205,362770,335162,398592,334133,246447,241793,402777,822734,507640,537336,603892,637689,250089,350091,306336,323109,338454,361314,518714,688763,552438,228457,355222,310481,248742,446853,148419,219804,462746,233662,453814,262141,319896,299630,337278,268923,238881,194204,225358,245713,200118,300747,253006,283242,544517,357193,354100,173141,343196,220759,154298,426817,259847,230620,258925,319496,274545,111703,291355,204656,146978,191580,159984,260334,285160,468577,232567,349872,139007,141003,142762,399901,291880,372005,458182,162876,394815,188893,625764,187840,233091,199308,83487,386675,118223,213784,214061,73033,359281,122888,278694,141169,133410,218271,182578,353099,150844,171754,155793,301151,213435,115334,381447,242491,365450,184642,168074,538429,159874,155299,223480,353497,137955,241305,237909,238849,249736,213686,164062,353005,151971,335069,139613,213307,384925,341218,194764,195776,280238,277401,259755,444654,262135,154789,300636,227444,198642,76005,205674,328800,196823,326376,79924,369209,172138,110251,190553,252328,195917,243676,252554,166498,228897,164055,495297,128041,56038,113325,77667,329847,284991,147609,152899,313202,262050,254216,166281,202374,45049,169613,166805,310062,205640,117888,169351,160767,153837,135465,259038,319239,132747,209161,266373,201391,173959,240126,153235,191947,199140,201485,112039,157570,113505,298107,194146,176589,147681,88341,162270,144501,208650,153051,283317,89868
1-Methyladenosine,HMDB03331,C02494,179059,149690,243881,157997,130258,175720,146190,164878,121526,144599,72369,130121,128501,159233,169787,107888,130674,124709,145799,142075,153848,120400,106062,69182,134666,130229,114922,161911,137656,116104,128326,119831,133220,110880,102237,103148,102720,56485,111163,128092,109860,120457,126074,132882,130290,104932,64287,136482,144920,92318,140814,134145,119499,97555,140006,85364,125275,118952,129928,105991,121169,74652,65003,108724,139335,105228,101300,71060,122346,109921,77882,137996,106669,105002,80707,95179,81756,79003,96101,105120,131889,93914,116849,117521,112070,82442,91468,81003,89290,71274,57720,76299,87701,86132,43600,66371,98546,84331,92893,117001,93758,118803,157071,101146,82839,120658,74624,119304,133134,110826,105502,103258,87404,93726,68568,98660,91604,89728,115846,57955,95180,76674,85685,69591,93283,84981,104141,95077,85025,87057,93128,99583,81344,93425,109695,48533,90290,80725,88601,80320,73091,79442,89427,96859,72148,89869,69788,77857,63146,98383,84000,99356,108357,115532,97624,95659,128249,83591,106424,81686,112353,47029,88888,88455,105450,95209,69324,76851,75294,112123,102244,81382,98668,68257,62550,81705,90268,95643,64100,96125,88316,112902,64566,60912,88343,90807,103773,94085,108237,89487,78683,101428,90130,96237,80851,78424,70100,113397,81754,43771,116150,60081,88580,52683,73728,93368,92650,93067,66902,91898,67238,96356,63151,58031,59349,60533,83395,61668,60503,64122,90005,76453,74686,83128,105818,95804,74537,89531,17335,78932,93242,44153,84422,58612,80382,90305,98720,105610,83858,55377
6-Methyladenosine,HMDB04044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Guanosine,HMDB00133,C00387,N/A,N/A,47412,62788,56545,52272,163986,400450,105668,38641,43937,40305,N/A,362895,N/A,N/A,148313,N/A,32913,104322,72497,37933,N/A,209231,54260,N/A,N/A,N/A,87860,86724,N/A,215366,29998,29732,N/A,33933,N/A,64751,N/A,N/A,31160,71592,52062,N/A,135864,N/A,81173,79011,55716,40458,83874,N/A,N/A,150512,N/A,34878,N/A,N/A,47683,N/A,N/A,N/A,N/A,N/A,56781,330393,N/A,N/A,N/A,N/A,N/A,77835,59755,N/A,N/A,49988,44777,N/A,N/A,N/A,N/A,N/A,152027,92562,N/A,N/A,460150,59488,N/A,N/A,51745,N/A,N/A,64705,N/A,93162,31180,N/A,N/A,138914,N/A,N/A,N/A,N/A,43551,N/A,N/A,125234,N/A,N/A,N/A,N/A,N/A,51615,30528,N/A,N/A,104544,N/A,29012,N/A,83351,N/A,159787,N/A,N/A,N/A,N/A,N/A,41469,N/A,N/A,N/A,N/A,N/A,39228,26067,70668,N/A,60080,N/A,N/A,152820,N/A,403388,N/A,27264,N/A,N/A,N/A,N/A,N/A,N/A,50525,N/A,40144,N/A,N/A,N/A,54094,N/A,N/A,N/A,N/A,38345,40971,N/A,N/A,N/A,N/A,41067,N/A,N/A,N/A,N/A,65439,N/A,N/A,N/A,N/A,N/A,36970,N/A,N/A,N/A,N/A,N/A,111210,24363,N/A,N/A,N/A,47456,35320,29559,42299,N/A,N/A,N/A,N/A,N/A,35513,N/A,N/A,25312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47814,N/A,N/A,N/A,N/A,N/A,N/A,79908,29214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53317,131845,N/A,N/A,N/A,65482,N/A,N/A,N/A,N/A,N/A
Retinal,HMDB01358,C00376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Retinol,HMDB00305,C19962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Argininosuccinate,HMDB00052,C03406,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5-Methylthioadenosine,HMDB01173,C00170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"N2,N2-Dimethylguanosine",HMDB04824,N/A,624883,482335,562834,416177,625438,543553,501786,468897,478608,628802,445813,524844,401321,614405,1075402,445979,557402,570387,452153,577492,424859,440010,540669,432040,453431,361932,330272,587654,512934,841382,448393,525303,411374,481814,352829,279080,367225,572527,471282,569702,480106,333728,456175,995684,509112,383286,641412,723681,472695,426462,548555,600897,534549,589737,693019,427271,548633,462466,465949,337331,428347,345434,467875,449388,506734,463357,441893,406595,423421,354275,311717,350844,528511,414255,451175,377926,360323,396675,439283,380668,735711,387623,490728,318359,414659,384491,297000,632795,434049,338413,355926,449958,509491,509210,404905,445091,359613,210972,387265,453576,303388,392462,411391,332858,371363,424791,269879,420860,396275,388298,591722,370712,396334,354238,461913,385241,400704,366728,444759,396964,346700,391576,346229,246371,373349,377496,375797,434785,314540,352437,462397,427994,323054,282799,347243,410090,337372,241940,304289,347191,423597,388052,384080,389076,346326,473985,453377,369043,442324,432029,355057,352635,441669,398978,321682,399294,464914,414695,300441,371296,538893,418220,424629,395363,484079,401151,315834,456423,472608,367600,435618,391630,365160,252874,353415,219590,366700,553162,287401,408040,419015,474854,412150,233655,405756,407787,459730,405366,390102,407310,428181,555651,394163,370596,253792,363791,369552,487150,343811,373315,534965,404192,354391,460307,296116,340113,450059,339876,297357,462346,236293,335020,387976,296851,419398,334227,389809,231516,346309,341723,284315,377731,330977,345787,405627,290276,280120,366193,315349,343137,407878,278427,427923,273945,292895,227265,323948,281727,251205,292113
UMP,HMDB0000288,C00105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cAMP,HMDB00058,C00575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GMP,HMDB01397,C00144,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Riboflavin,HMDB00244,C00255,509868,383794,688942,536431,1116074,481440,1191987,450361,473602,925574,641785,703151,374200,691218,686811,439632,609603,475770,330977,679944,1006904,471212,807976,674700,451043,450039,237489,675041,497374,571358,321345,447318,634737,531756,351374,319138,318782,761805,228111,479629,349308,167910,246859,587165,295503,223889,659105,634981,324961,309089,213430,302858,260855,471569,358925,234691,467803,356323,313270,688295,338661,338924,1033325,315583,224365,393347,444293,368250,390831,256130,259222,495307,500318,205600,419063,438653,366083,228820,313801,386140,437773,333678,398353,688226,393014,410407,519492,565497,370445,418391,339037,736351,551531,782416,313831,268608,427871,882142,455006,469851,418373,249836,423479,470645,442440,558753,786833,328305,225036,385861,1243520,281004,343978,225956,521313,328276,447678,1002812,194055,642552,302540,522362,222020,478027,305662,241474,396750,416895,465077,384516,608237,301630,297446,687542,276116,490172,317078,250586,334796,412698,346739,270554,425956,344873,761082,226437,490529,478947,460270,263319,371086,518865,181727,329115,401716,256976,400063,450520,293048,396304,293145,265047,176860,269578,164399,280990,227041,186512,265472,140444,124957,208620,172344,72952,276958,155384,199093,245836,143779,271457,284620,269061,250242,396518,138663,244616,129097,216794,187705,307828,157177,193575,310131,138849,308435,312932,152031,176580,106951,139366,211763,412195,118417,546929,166199,189894,150295,159313,346686,109423,117759,101818,88463,393079,111133,176812,171426,113810,120055,330804,126969,224442,136482,133187,68473,81079,49523,85595,95716,135236,190989,263564,59013,138962,119141,95616,203050,104597,129644,228898
SAH,HMDB0000939,C00021,53152,61599,70131,29062,26444,33389,197023,56883,46243,146854,142663,48494,57834,67012,62486,21519,66092,31545,67205,64779,67292,25054,28773,122468,38912,14073,39008,32313,26267,84791,30961,61066,32631,45798,62827,23278,30300,55051,23301,50355,30560,56839,24535,72599,25428,40284,54702,86443,34408,60942,19061,45376,57642,34754,35784,19689,23610,36066,47829,32808,37207,13205,61830,35653,40556,72969,46467,19061,72479,25906,20463,104522,149087,29015,42512,51751,24670,38909,37954,33955,42283,32328,30193,38564,34164,32313,22912,67713,40480,46870,30985,50891,39509,27434,52771,25868,37160,49343,51221,45187,38884,17279,46748,52359,21157,45268,78685,45448,26921,61598,81842,38220,45951,12789,20474,18067,21867,71717,34520,15271,25279,80841,39700,42156,58264,36440,44568,27096,27131,37525,42391,30236,20127,29489,21009,30547,62943,13387,20833,32536,48000,20664,49344,23662,117443,34093,23986,55855,24538,18141,20167,44083,43888,28637,26394,25143,37523,29991,38342,78314,63659,35018,23452,60783,41015,33988,23062,40141,51418,31790,72756,30352,16328,19249,3441,17447,25323,55965,22233,31588,24990,47388,2068,36924,35056,100903,38594,31665,56069,76200,41945,32620,28805,35084,34879,14585,53696,27546,24292,22553,34826,5880,32418,327,34356,28168,26381,18069,46195,26480,16659,32194,44390,12119,40507,33636,33007,44787,34226,76163,29940,34880,37100,37195,39459,28142,24087,31278,27039,23131,25866,8652,25021,25346,18741,16312,26616,18381,19004,2694
Cholecalciferol,HMDB00876,C05443,39391,36463,28203,32139,49053,43840,52145,37931,56745,52739,52276,25269,24029,41420,32059,30155,44088,37205,31979,37324,35005,24280,44640,44794,43416,66005,32725,28518,45116,29854,43763,43179,28381,34764,51178,31285,26866,41171,24369,32302,42117,31779,37780,30388,45255,27226,42694,35487,31890,27114,43834,32771,48290,47116,30887,39165,39901,28916,37440,26249,30384,75576,59272,32701,48022,43680,41589,40733,52068,32502,37003,38532,29901,31979,23029,39077,25322,29566,49354,39226,21101,37515,33566,28558,21509,40165,29353,50924,51203,39132,38324,25821,27104,71112,41955,31807,29976,28316,40712,30153,41568,45443,32441,36794,36504,40438,33612,31626,37989,28529,44204,24957,25877,34103,38634,40996,37072,25302,38148,31873,42058,32854,32294,43721,42114,26113,24015,32874,39155,38159,20987,31734,40882,38915,27073,37294,25846,26075,29075,41783,26240,32448,35894,26612,47758,20060,33468,29353,26936,32763,30661,24948,22566,33271,33797,23886,33983,28259,30682,29597,31960,34415,42725,26768,38499,44137,36917,25659,44837,29445,17960,32275,24569,24625,59767,58018,29725,49699,26382,37066,28356,31196,44770,36152,21178,33581,33201,27888,27289,36271,41822,47832,30672,25932,42113,41342,55041,27099,34846,30105,33385,30248,25182,37433,24656,38569,32762,28332,32739,35368,27686,32322,24709,46177,26274,46906,31851,29213,37844,43002,56866,30564,50489,36706,26742,46773,26371,53534,40047,41055,37665,34639,23822,31813,33323,44484,32016,20608,17852,34131
